logFC	AveExpr	t	P.Value	adj.P.Val	B
PLA2G7	1.48241283559256	4.80833964579927	7.22211877833757	1.51272829813564e-09	1.22687481283277e-06	11.6352448558334
KYNU	1.27494105727473	4.79424163832566	7.17863919609117	1.78449474129509e-09	1.39904387717535e-06	11.478429075558
C1QB	1.26766356025977	5.65759683582683	7.15468741498472	1.95452869911406e-09	1.4829198388117e-06	11.3920393411608
S100A9	1.4947841492905	7.02296925482878	7.10221618064545	2.38577219267166e-09	1.73112900467359e-06	11.2027813827337
IFI30 /// PIK3R2	1.08315130323733	9.17162583825909	7.09152616072028	2.48466794884842e-09	1.73112900467359e-06	11.1642237898898
MYO1F	0.74755793441116	5.54185291684557	7.08964581538193	2.50248240471523e-09	1.73112900467359e-06	11.1574416390585
IGKC	0.815367312093265	6.29992170005539	7.04977253218808	2.91179335985088e-09	1.94005363445966e-06	11.0136269849132
MMP9	1.75380631433011	6.29811178128028	7.04460943341908	2.96946984866274e-09	1.94005363445966e-06	10.9950053051398
THEMIS2	0.825942501674573	4.77484939719419	7.03565521712129	3.07221597936646e-09	1.95293296850538e-06	10.9627106392458
IGKV1OR2-108 /// IGKV1OR2-108	1.8250619658605	8.23207070576142	7.02842049019199	3.15782016289527e-09	1.95452447977097e-06	10.9366179505502
IDO1	2.87070331867473	7.31777964404341	7.01410865358374	3.33424678357967e-09	1.98009310092508e-06	10.8850021920689
IGHA1 /// IGHA2 /// IGHG1 /// IGHG3 /// IGHM /// IGHV3-23 /// IGHV4-31	1.2616342347276	7.28766207646856	7.01149565669152	3.36750527368211e-09	1.98009310092508e-06	10.8755785773709
CXCL1	2.33965798979784	7.81793031784571	6.99089323535772	3.64161131804469e-09	2.08904141952222e-06	10.8012793891068
CHST15	0.621289726413299	4.55340061979029	6.9657191654591	4.00696982756414e-09	2.24390310343592e-06	10.7104993570857
AIF1	0.576049684521965	6.20660828733465	6.95907619321967	4.10934187590448e-09	2.24771444002961e-06	10.6865454421879
C1R	1.22930592800975	6.70872788544809	6.94240232760732	4.37794949586452e-09	2.34021300324394e-06	10.6264236722012
IGK /// IGKC	1.48251288985701	8.61748172935725	6.92912944037177	4.60424710542718e-09	2.40648648710327e-06	10.5785678097082
LOC100129518 /// SOD2	0.926063511955224	6.85728693379616	6.92269282898631	4.71815769268045e-09	2.41241454199661e-06	10.5553613491381
IGKC /// IGKV2-28 /// IGKV2-28 /// IGKV2D-28 /// IGKV2D-28	2.07603923164733	7.37428635347412	6.90382361052624	5.06856606603086e-09	2.52693096230617e-06	10.4873344587909
HCK	1.08582914334292	5.62658679613671	6.89926730037915	5.15700196389015e-09	2.52693096230617e-06	10.4709090667753
TYROBP	1.23127878896992	6.29733104174077	6.88860765275676	5.36996546300375e-09	2.5775834222418e-06	10.4324827562123
BASP1	0.918540738059686	5.28939440501311	6.84311067989776	6.38214876565649e-09	2.94501717621982e-06	10.2684988731774
IGKV1-37 /// IGKV1-37 /// IGKV1D-37 /// IGKV1D-37	1.81265634153521	7.83469419491487	6.84295670395537	6.38587908108889e-09	2.94501717621982e-06	10.2679439760086
EVI2B	1.69245347061067	6.42804521024303	6.83691684308842	6.53393411463947e-09	2.95534866108308e-06	10.2461780067771
HCAR3	2.45860361162824	5.48761976877279	6.82752801294508	6.77091293821904e-09	2.9742492775113e-06	10.2123449829945
CLEC7A	0.39046010556393	3.6094163184911	6.823939017807	6.86375041958081e-09	2.9742492775113e-06	10.1994124533823
TGFBI	1.31854545944207	8.13587841943608	6.81064454575603	7.21884670657322e-09	2.9742492775113e-06	10.1515101300372
FCGR2A	0.598149307574813	3.41260111848672	6.81043818270589	7.22450077480977e-09	2.9742492775113e-06	10.1507666027317
G0S2	1.69029625288107	6.10327220043274	6.80858407273224	7.27549951045777e-09	2.9742492775113e-06	10.144086282369
MNDA	1.72400921349735	4.13671828603383	6.80645666452503	7.33445825236629e-09	2.9742492775113e-06	10.1364213831566
IGH /// IGHA1 /// IGHA2	1.75602441232711	11.6214488704475	6.78675410650482	7.90365678255863e-09	3.13015185477273e-06	10.0654401681098
SERPINB9	0.671278580212642	5.05945249919652	6.78209533961951	8.0445661138616e-09	3.13015185477273e-06	10.0486578552387
LOC101928620 /// POU2AF1	1.05057613250467	4.57085431075127	6.77969423873804	8.11816594987826e-09	3.13015185477273e-06	10.0400085879222
CCR1	0.921026327860412	4.96087898102147	6.75806624892337	8.81214549790556e-09	3.34293003404417e-06	9.96210754567971
CD274	1.09479980590108	5.42239865955522	6.73577945038647	9.58921822403019e-09	3.57997480363794e-06	9.88184835685291
MSN	0.649402296748339	5.61042205684166	6.70122601179305	1.09312454216802e-08	3.97044175879727e-06	9.75744654032811
PLAU	1.25120194130481	5.57057838983231	6.70022650595357	1.09727344524584e-08	3.97044175879727e-06	9.75384865578291
AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2	1.48047779644166	7.79501222265135	6.68624132548938	1.15699958294619e-08	4.12312578649916e-06	9.70351046524647
SLC15A3	0.639731217995975	5.48269989134874	6.64821018208583	1.33632281101387e-08	4.69109142015614e-06	9.56665835983658
SERPING1	1.22004260781517	5.19650787018289	6.64053167528861	1.37576005139829e-08	4.75851123660113e-06	9.53903473829649
VNN2	0.973811264136913	4.71391755174054	6.59763462124753	1.6184079672951e-08	5.51666020156244e-06	9.38475704661118
ICAM1	0.779460729526432	5.55220387507991	6.57815875990625	1.74222451928077e-08	5.85387438478339e-06	9.31473964785678
IL13RA2	1.06017061052203	3.79845861110091	6.53790605478344	2.02884491307132e-08	6.72090596555455e-06	9.17008469007002
IGHA1 /// IGHG1 /// IGHM /// IGHV3-23 /// IGHV4-31	1.09483798414238	4.60596041330533	6.51671554584135	2.19813843916997e-08	7.18058556795524e-06	9.09396552202304
IGH /// IGHA1 /// IGHA2 /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC102725526	1.52502084482454	6.91889798633075	6.51207237402296	2.23707324812844e-08	7.20766613643575e-06	9.07728974710148
DUOXA2	2.3923750595607	7.9085185959169	6.50041780653374	2.33785415105803e-08	7.430585085525e-06	9.03543787483806
INHBA	0.979660471934151	3.8561552305455	6.47973564481681	2.52795902382091e-08	7.92767949870239e-06	8.96118589381099
ITGB2	0.825553827601976	5.07959536074379	6.47255099440093	2.59753920480135e-08	8.03870027591153e-06	8.93539753612633
ENTPD5	-0.748678965384048	7.54602131218394	-6.45822426473842	2.7420315699394e-08	8.37566006817854e-06	8.88398243684661
PIM2	0.741707445377951	5.97149834929571	6.44253731699903	2.90943577593517e-08	8.77306787820451e-06	8.82769960176864
FAM26F	1.06366660147154	4.76757341966727	6.41555209135197	3.22155693657117e-08	9.59126824660175e-06	8.73091465768655
MPEG1	1.19722128439658	5.76151265843848	6.40947618738678	3.29630823601851e-08	9.69114621389441e-06	8.70912910018842
TICAM2 /// TMED7-TICAM2	0.430167620017933	5.35223952988728	6.39375991666488	3.49777014900994e-08	1.01564881363844e-05	8.65278825124684
DRAM1	1.04486348525893	5.83122032513206	6.37584129325262	3.7424530249438e-08	1.07344506276437e-05	8.58857180205461
C1QA	1.23631669514141	6.04911776251643	6.36563980387344	3.88929055121415e-08	1.09417442086672e-05	8.55202140396533
IGLC1 /// IGLJ3 /// IGLV2-14 /// IGLV@	1.76325388691667	8.6781446320547	6.36438347910302	3.9077657888097e-08	1.09417442086672e-05	8.54752066670519
ADA	0.543610381393409	4.9123121609755	6.34246373223165	4.24453648758234e-08	1.16198777227765e-05	8.46901138370611
IGLL3P	1.49817265808232	8.12334178952765	6.3421996642286	4.24876481360025e-08	1.16198777227765e-05	8.46806578249737
PTGES	0.385878817611415	4.98201495139157	6.32952874656036	4.45665715306204e-08	1.20483420965539e-05	8.42269826733361
DDIT4	1.08014884385283	8.35737471681792	6.32042808346396	4.61218761752729e-08	1.23271196323002e-05	8.3901209107183
CKAP2 /// IGLC1 /// IGLJ2 /// IGLJ2 /// IGLJ3 /// IGLJ3 /// IGLJ3 /// IGLV1-44 /// IGLV2-14 /// IGLV@	1.57603438666227	8.30977563338083	6.31108224428758	4.77752898703071e-08	1.25644520751584e-05	8.35667214130278
NCF1	0.947851186191633	5.28976763833085	6.30940465828055	4.80782604916776e-08	1.25644520751584e-05	8.3506687344036
RHOQ	0.609080255551293	5.5659486500413	6.2948913154759	5.07804375456504e-08	1.31247900117989e-05	8.29873999283005
SAA1 /// SAA2	1.6128924560896	6.56074819178956	6.2857566436431	5.2558101772667e-08	1.34365929749253e-05	8.26606421685031
TNFRSF17	1.70755314525422	4.75775507024992	6.28125502591255	5.34567766640989e-08	1.35193912595657e-05	8.24996373679547
SLC7A5	0.647770668119097	5.72607970878568	6.27408411115777	5.49199992389001e-08	1.37416849159461e-05	8.224319455198
IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31	1.19094442284822	7.0184125918678	6.25507983308286	5.89933286577716e-08	1.46055062108504e-05	8.15637656844881
SLAMF8	0.862381364775535	4.8100598528331	6.24476696321278	6.13280956894552e-08	1.50253834439165e-05	8.11951857769246
TNFAIP2	0.610031470815422	5.3059580612037	6.2368931371602	6.31723317778904e-08	1.53176623032576e-05	8.09138342350933
CD40	0.501044586136386	5.71887189211002	6.23069954243905	6.46616777309545e-08	1.55188026554291e-05	8.06925568888317
CXCL10	2.00078919029016	6.63720591069629	6.22627464246907	6.5747043793355e-08	1.56199037375728e-05	8.05344885546845
MMP10	2.10825874105765	4.51662409190534	6.20981197333756	6.99465463850147e-08	1.64514277097555e-05	7.99465436182724
CCL18	1.19952087634602	5.99462584623022	6.18849920463317	7.57816104856673e-08	1.76473611744841e-05	7.91857220510679
FCGR3A /// FCGR3B	1.18910097318789	4.2650182877468	6.17584919557331	7.94711798833652e-08	1.81915872317001e-05	7.87343278069102
IFITM1 /// IFITM2	1.05445843162454	10.0990539405147	6.17519910381079	7.96655393224964e-08	1.81915872317001e-05	7.87111341517066
ARHGAP25	0.431285602385111	4.6760548510647	6.15685553005667	8.53488138328542e-08	1.91694570981366e-05	7.805683516908
IGHM	1.26734701040055	6.82895604322306	6.15614171637668	8.55779334738239e-08	1.91694570981366e-05	7.80313801326793
LINC00152 /// LOC101930489 /// MIR4435-1HG	1.08373802473147	6.66105037572531	6.14800786616931	8.82322937882626e-08	1.95775806594333e-05	7.77413544489092
SAMSN1	0.776734439929936	4.1808544135677	6.13984004759656	9.09800465069213e-08	1.99986046153532e-05	7.7450177992868
FGR	0.786885542825505	5.00894417424812	6.12824915789743	9.50258921994385e-08	2.06945276345444e-05	7.70370767871224
PDE4B	0.779055977741413	4.11571646546827	6.11837701865364	9.86124140296239e-08	2.12383379386635e-05	7.6685330526531
SAMHD1	0.687789622686572	5.78363109447117	6.11486021273826	9.99222821261827e-08	2.12383379386635e-05	7.65600481244203
IGLC1	0.926848086590048	7.39179956486199	6.11403548841035	1.00231952006448e-07	2.12383379386635e-05	7.65306699020989
CKAP2 /// DKFZp667J0810 /// IGLC1 /// IGLJ2 /// IGLJ2 /// IGLJ3 /// IGLJ3 /// IGLJ3 /// IGLV1-36 /// IGLV1-36 /// IGLV1-44 /// IGLV1-50 /// IGLV1-50 /// IGLV@	2.04202182949337	6.87308823445488	6.09772777757236	1.06554808324324e-07	2.2376509748108e-05	7.59498915948981
IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31	1.19890770395639	6.72312609671213	6.07640482248271	1.15423361998399e-07	2.40244024265694e-05	7.51908890135364
ACP5	1.04892420875112	5.86991959132596	6.05962298802898	1.22915471394335e-07	2.53346692009972e-05	7.45938452962784
CCL4	1.13325867929319	6.36078897001457	6.05733584638217	1.23973253672737e-07	2.53346692009972e-05	7.45124979723613
ENTPD1	0.661507582168717	4.5483731818991	6.05524127905013	1.24949899120564e-07	2.53346692009972e-05	7.44380046148765
AIM2	1.21831776062338	5.18580454051604	6.05258091714083	1.26201381598306e-07	2.5369713634121e-05	7.43433951511091
NCF1 /// NCF1B /// NCF1C	1.08315713044631	4.84897864799979	6.04877735392217	1.28012293151969e-07	2.55156706350365e-05	7.42081429157729
CXCL11	2.52187025199966	5.07185027117459	6.0330178002746	1.35794548396196e-07	2.67181511217837e-05	7.36479011353889
HCLS1	1.36284719306882	6.08606508223415	6.03199196616547	1.36317097560121e-07	2.67181511217837e-05	7.36114422816008
ACSF2	-0.868725395801201	7.01855279163743	-6.02449358541421	1.40197803139965e-07	2.71779766643779e-05	7.33449778825537
VWF	0.473213628476458	5.57083777830237	6.02301817799393	1.40974198684273e-07	2.71779766643779e-05	7.32925543330612
LILRB2	0.69398750791656	4.10510838216988	6.01980197589477	1.426814670077e-07	2.72834805204968e-05	7.31782855174516
MMP1	3.35915551150861	7.74107668542854	6.01702374615243	1.44172756733386e-07	2.73463164384615e-05	7.30795862270215
CYBB	0.41810837714876	3.81195522269596	5.9951719801764	1.56454544825426e-07	2.94304643954058e-05	7.23035669688048
BCL6	0.662367959689636	5.2295593851278	5.99123684437867	1.5877412521467e-07	2.94304643954058e-05	7.21638733837155
MZB1	1.29700455924776	5.70526047896073	5.99100053929254	1.58914497373152e-07	2.94304643954058e-05	7.21554853112642
CCNG2	0.654116778605837	6.93305874524312	5.98619936138588	1.61793360731776e-07	2.96418782688109e-05	7.19850720370731
STEAP4	0.628051195616592	3.53894641403776	5.98490774808705	1.6257662826006e-07	2.96418782688109e-05	7.19392317277832
ANXA5	0.733056771944819	9.12565281447649	5.98093785121429	1.65007710551845e-07	2.98537027090723e-05	7.17983485705775
IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV3-23 /// IGHV4-31	1.61186846590411	6.74406364403467	5.97397553112734	1.69358715439607e-07	3.0212018571908e-05	7.15513124756436
IFITM1	0.873179332899635	10.2132958857932	5.97366209745009	1.69557247087239e-07	3.0212018571908e-05	7.15401925209011
IGHA1 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31	1.28393782986413	6.65695633980236	5.96517203190285	1.75023664711356e-07	3.09515533384293e-05	7.12390246079184
RTEL1-TNFRSF6B /// TNFRSF6B	1.34476997302744	6.9151861604427	5.95263355277107	1.83418039012775e-07	3.21939722207497e-05	7.0794394568514
FAM65C	0.355884842093174	4.29067786999354	5.93740646964146	1.94151091919304e-07	3.38254346810521e-05	7.02546622533943
MAFB	0.943319423820009	6.4938329475255	5.91096148329452	2.14291986343015e-07	3.70599082263802e-05	6.93179397634413
CD163	0.529153703683524	4.43059607647523	5.90536936546288	2.18809452989894e-07	3.75649513454183e-05	6.91199630905315
CLEC4A	0.673186655974825	3.96775717659725	5.89018036517429	2.31561772922013e-07	3.94661804284475e-05	6.85824174670354
PDPN	0.372525341179123	3.61849993594109	5.88485918171198	2.36201440833101e-07	3.99673229380902e-05	6.83941638086665
AFG3L2	-0.302878469344161	7.06319942360378	-5.87917935357561	2.41255555517303e-07	4.05309333269069e-05	6.81932597559857
CD38	0.847116398618412	5.33765887848069	5.8763357743192	2.43826007792318e-07	4.06722532147186e-05	6.80926928129158
C17orf62	0.468532813739504	6.57833444076488	5.86951384279051	2.50103935797832e-07	4.14256659856691e-05	6.7851466443493
IGLL5	1.29380832625125	8.19890001981402	5.85625569027555	2.62766757056179e-07	4.29766382133319e-05	6.7382816388844
IGLV1-44	1.1170047201314	6.23300498460658	5.85589266709458	2.63122274775502e-07	4.29766382133319e-05	6.73699872839673
SAA2-SAA4 /// SAA4	0.756029494039939	5.06110272718495	5.84696596467146	2.7201602012877e-07	4.41000625655632e-05	6.70545726609123
LAMP3	1.45176555883279	5.57911236420592	5.84525892608942	2.73750388374669e-07	4.41000625655632e-05	6.69942678079504
GMFG	0.932847581481001	6.09325458673104	5.8268527414885	2.93161902491272e-07	4.66209082644792e-05	6.63442632387325
CTSK	1.13839343248527	6.69602674178724	5.82666858062064	2.93362858126825e-07	4.66209082644792e-05	6.63377618738097
C4BPB	1.46439403255006	7.40612144942056	5.81956591390989	3.01218311318249e-07	4.75480180013772e-05	6.60870521741323
SP110	0.535317950167695	6.7038529212388	5.8163917023122	3.04796005810999e-07	4.77920137111647e-05	6.59750299445218
CSF1R	0.616843028066415	5.52159293072114	5.81392506322312	3.07605235005069e-07	4.79130803133723e-05	6.58879878962017
CD53	0.625712180084131	4.85035509933722	5.79614952852583	3.28622570773566e-07	5.0850018846015e-05	6.52609641164075
IKBIP	0.468366765811042	3.54770505309677	5.78758912768312	3.39245743305186e-07	5.21507181865226e-05	6.49591479704725
LOC101929272	0.969554142352465	4.28540995443518	5.77916302973589	3.50034364471097e-07	5.34439467977054e-05	6.46621619820128
LST1	0.617334070343475	5.8654656227657	5.77750047197556	3.52202880682157e-07	5.34439467977054e-05	6.46035747203784
DUOX2	2.32244158246339	9.88298007653546	5.77333223185289	3.57698307935935e-07	5.39298987349563e-05	6.44567054293455
NOS2	1.61608396182415	7.00681813763628	5.76844905830814	3.64244429618683e-07	5.45670635963785e-05	6.42846749633727
CD300A	0.374126419325685	4.42849161326742	5.76393696440178	3.70398522157815e-07	5.51378053237457e-05	6.41257459875966
CD86	0.577665778946896	3.95467353023398	5.75503081557623	3.82849565084243e-07	5.64361641778166e-05	6.38121268949954
IGLJ3	0.860919467413972	6.25519850180185	5.75427894447346	3.83919484202834e-07	5.64361641778166e-05	6.37856556319641
IGH /// IGHA1 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV3-23 /// IGHV4-31	1.20119624882376	6.57814754943014	5.74869514570029	3.91958485696497e-07	5.72600222582709e-05	6.35890900591125
IL1A	0.517812683097833	4.17911455879709	5.74301033134574	4.00314174055052e-07	5.81196874924372e-05	6.33890125200915
DEFB4A /// DEFB4B	1.95659717151577	6.52959975699803	5.73570323687654	4.1131389340276e-07	5.93503237597111e-05	6.3131904365031
RNF24	0.35887000569117	4.96714629770114	5.72752177745587	4.23985299828902e-07	6.08056966583889e-05	6.28441189408295
P2RY13	0.928230834728644	4.00260159450839	5.720447324329	4.35253302827412e-07	6.20433798939438e-05	6.25953484621721
MXRA5	1.79670175877886	7.90474067336731	5.71342984434454	4.46723406695284e-07	6.32947862980307e-05	6.23486511979658
CTHRC1	1.56960612559636	4.78628148780019	5.71044426985859	4.51693623503028e-07	6.36157726035402e-05	6.22437154611011
BLOC1S5-TXNDC5 /// TXNDC5	0.589135252907603	9.92667576056255	5.70646216681796	4.58408108684163e-07	6.41771352157828e-05	6.21037739089593
HIF1A	0.539630200439882	10.928928762067	5.69476670162101	4.78705200198443e-07	6.66221675069075e-05	6.1692895855712
CDC25B	0.821494279489747	7.68017926400146	5.67563385987731	5.13844405762855e-07	7.10918848443668e-05	6.10211590333933
SELP	0.686892780781728	5.70782589402554	5.66911640679449	5.26387896575051e-07	7.24014229675157e-05	6.07924593844957
ANXA1	1.29975844020304	5.36170860207428	5.6669322110867	5.3065902537193e-07	7.25645364927197e-05	6.07158292242479
HLA-DQA1 /// HLA-DQA2 /// LOC100509457	1.95367996298159	7.08063467094038	5.66295957338859	5.38515502205636e-07	7.32132058489975e-05	6.05764715947529
WIPF1	0.558995477694501	4.45585348017185	5.65805474419628	5.48374475606138e-07	7.4125101530209e-05	6.04044455938532
RILPL2	0.659269511616634	6.40363477997538	5.65603493181954	5.52486139564383e-07	7.41619478881886e-05	6.03336155703353
FPR1	0.61230693274072	4.66484748200242	5.65483006812721	5.54953351544268e-07	7.41619478881886e-05	6.0291366761517
LAPTM5	1.16484080011758	7.55164608275079	5.65253806560183	5.59676843950339e-07	7.43706179079773e-05	6.02110031827964
CTSC	0.596909179472371	6.9249655979415	5.65005734587885	5.64834093642865e-07	7.46342577667425e-05	6.01240315527828
MS4A7	0.64866006212722	4.68251270329765	5.64774260804643	5.6968867538513e-07	7.48551823746271e-05	6.00428874153346
FAM92A1	0.360340655958026	4.14772681529822	5.64222115645587	5.81435859432795e-07	7.56956802701712e-05	5.98493630960721
BACE2	0.943749439648126	7.94888087947083	5.64171099616842	5.82533272680298e-07	7.56956802701712e-05	5.98314845354205
TIMP1	1.31707916276834	9.02865630534841	5.63943753528431	5.87448716147398e-07	7.56956802701712e-05	5.97518159129358
CBR3	0.840476847059385	6.30824478833896	5.63874290779546	5.88958736795975e-07	7.56956802701712e-05	5.97274757238265
ANKRD36BP2	0.509040193663911	3.55388768617188	5.63134719367464	6.05275998164538e-07	7.73700623740757e-05	5.94683706119136
C4BPA	1.92300647782308	6.7249370244922	5.62704794641849	6.14966223266347e-07	7.81838138985107e-05	5.9317786951634
GNB4	0.556349212716756	4.40306708272869	5.60940255563177	6.563713348149e-07	8.29992139507873e-05	5.87000441683078
CYAT1 /// IGLC1 /// IGLV1-44	0.657095624141136	6.56455251845027	5.60394570507318	6.69725520866568e-07	8.42349959934849e-05	5.85091043080303
SAMD9L	0.908885850257018	6.3980243305052	5.59702134208904	6.87058503544918e-07	8.59554042732791e-05	5.82668818435125
RAC2	0.945999648912823	6.838845125991	5.58687997606363	7.13247863953012e-07	8.87597341808193e-05	5.79122606978186
C1S	1.18715742452799	5.68771449115503	5.57399672160471	7.479457618658e-07	9.25878122057032e-05	5.74619966646846
LRRK2	0.60244690385459	3.86865344654667	5.5699025557077	7.59318000214477e-07	9.35034521730079e-05	5.73189628329408
IGJ	1.15581107368504	10.5249834036961	5.56815226195609	7.64231749537088e-07	9.36183893182933e-05	5.72578227509302
EMR2	0.44961089901458	3.75828519076733	5.56297385364547	7.789543941341e-07	9.49274992229742e-05	5.70769629383048
NAMPT	0.936129274891212	8.14779601563714	5.56068348966071	7.85555200514031e-07	9.52384449282991e-05	5.699698404295
CHST2	0.330097326113861	4.3114636955118	5.55601811985729	7.99172270656879e-07	9.5923551596179e-05	5.68340968339971
C1QC	1.08892187791442	6.53630590082333	5.55537897971744	8.01055847090407e-07	9.5923551596179e-05	5.68117845766717
SELE	1.22698739438861	3.60873029184215	5.55457166630645	8.03441312263914e-07	9.5923551596179e-05	5.67836023715131
TNFRSF9	0.270641230230971	3.75462132994105	5.5519141310723	8.11343565062553e-07	9.6377781061976e-05	5.66908389423077
CDH11	0.516649774319365	4.12125394664697	5.54361334322348	8.36524294895765e-07	9.84337981226937e-05	5.64011673676644
CLDN1	0.810113164446428	4.56127626952049	5.54345174647061	8.37022092880048e-07	9.84337981226937e-05	5.63955292641231
EAF2	0.274391451872808	3.36602166103656	5.53900223604647	8.50844411958039e-07	9.92190445761433e-05	5.62403028827084
PFKFB3	1.31988394553523	7.7879203533853	5.5384647449437	8.52529316857239e-07	9.92190445761433e-05	5.62215540793067
FCGR2B	0.834393357862854	4.44337057062837	5.53724827369557	8.56354849020284e-07	9.92190445761433e-05	5.61791227981094
CCL3 /// CCL3L1 /// CCL3L3	1.48104319566206	5.32711562157033	5.53035625919934	8.7835126120905e-07	0.000100846742480657	5.59387711186081
SPCS3	0.456415868637616	8.0976397211912	5.53016213733058	8.78978835396882e-07	0.000100846742480657	5.59320024624255
CCDC109B	0.849638701941578	6.56368731566012	5.52871053222912	8.83685780297194e-07	0.000100894609478592	5.58813897648567
IGHA1 /// IGHG1 /// IGHM	0.518151471983642	5.4369306797514	5.51852252084976	9.17429542415292e-07	0.000104241269746897	5.55262659108848
FGFR3	-0.368708683730408	5.41384328356873	-5.51395182611678	9.32978980142241e-07	0.000105479103137561	5.53670013883054
CD44	0.53897413234399	5.49752786622271	5.51224373847682	9.38856476534467e-07	0.000105479103137561	5.53074925694838
TNFAIP6	1.51544581890016	4.18848269836399	5.51139871284993	9.41777706585367e-07	0.000105479103137561	5.52780541619799
MS4A6A	0.369378762154883	4.93653406699834	5.50930509840359	9.49054023432061e-07	0.000105687160239688	5.52051234735378
ZNFX1	0.517667794226012	7.80734069968891	5.50828416993309	9.52622362704674e-07	0.000105687160239688	5.51695622893928
ARHGDIB	0.689059421895467	7.25610938372137	5.49241166221014	1.00983567486687e-06	0.000111508615365581	5.46169149276658
AKR1B1	0.715260956963661	6.64445488510525	5.47643208636857	1.07086221181611e-06	0.000117694762719228	5.40609742984109
SLA	0.697624726783008	6.13230829163109	5.46781515359632	1.1052680550735e-06	0.000120118222436339	5.37613680801931
