logFC	AveExpr	t	P.Value	adj.P.Val	B
FCN1	1.62434047301752	4.84998740067194	5.07069828572296	1.09146409858228e-05	0.00807558016973899	3.3061248196437
CTHRC1	2.17508384987237	6.49962474382328	5.06857222008961	1.09871839044068e-05	0.00807558016973899	3.3001165645858
TMEM45A	1.42753012288871	5.65257830055281	5.02358696499729	1.26393076780944e-05	0.00849361475967943	3.17306037325978
TREM1	1.99718845730929	5.9845401132231	4.98189431915375	1.43894155332283e-05	0.00898836341660122	3.05543377015822
PROK2	2.40346637433299	4.60972451761392	4.9418678551236	1.62948586039553e-05	0.00898836341660122	2.94263494187085
CSGALNACT1	1.75157848976719	5.36915006413606	4.93634881878005	1.65764856449912e-05	0.00898836341660122	2.92709197496984
TNFAIP6	2.56566199448908	6.16749618321992	4.9218927057675	1.7337211830235e-05	0.00898836341660122	2.88639218951571
COL7A1	1.01033723870389	6.06092008199047	4.91907921909801	1.74892359574346e-05	0.00898836341660122	2.87847316777742
SLC2A14 /// SLC2A3	1.51193582463971	5.88940219001103	4.91673396975979	1.76169674719039e-05	0.00898836341660122	2.87187259996816
CXCR2	2.11039749395253	5.98431028169844	4.91049213425571	1.79614405008613e-05	0.00898836341660122	2.85430764764798
S100A9	1.92668410433624	8.43559913469021	4.82743507858464	2.32321734646269e-05	0.00980091155699724	2.62091798577352
C5AR1	1.65999133188123	5.6124063320961	4.80300943920619	2.50549819336158e-05	0.00980091155699724	2.55240912473012
G0S2	1.87646376912863	7.72899920763329	4.78609946087055	2.63990369639855e-05	0.00980091155699724	2.5050160545958
COL12A1	1.12584791163847	4.35048511573003	4.78501713748206	2.64874496854077e-05	0.00980091155699724	2.50198368143079
LILRB2	1.469138164082	5.09984976031646	4.78165700591909	2.67638004727208e-05	0.00980091155699724	2.49257030517831
CSF3R	1.3177568522938	6.22362790938165	4.77492017590256	2.73264759517128e-05	0.00980091155699724	2.47370076135648
ITGA5	1.05805685876167	6.78737624501299	4.77438717315031	2.73714893495507e-05	0.00980091155699724	2.47220805300167
SLC2A3	1.45446682409564	5.90252264517094	4.75341624974355	2.92018939632373e-05	0.00980091155699724	2.41350207655023
TLR2	1.19046263005075	6.08926939815533	4.75063034788727	2.94539815723285e-05	0.00980091155699724	2.40570685302922
NCF2	1.64508611821929	5.67866139874591	4.7502588235964	2.94877616932568e-05	0.00980091155699724	2.40466735702391
SELE	2.2473075884186	5.20587736436126	4.74505183930232	2.9965242693157e-05	0.00980091155699724	2.39010023606806
VNN2	1.54540711082511	5.78689914857457	4.73294650575439	3.1105016441502e-05	0.00980091155699724	2.35624595784966
RGS2	1.42701884117016	9.44551448193162	4.73140799795723	3.12529067506289e-05	0.00980091155699724	2.35194448956098
TLR1	1.34963913047927	4.347873042898	4.70626869220898	3.37701655102989e-05	0.0100130216051347	2.28169681354491
FGR	1.22692770820009	5.94149330825558	4.70551879790933	3.3848250647861e-05	0.0100130216051347	2.27960248641471
PTX3	1.67597252576133	3.58123859677739	4.70351386886972	3.40578966161043e-05	0.0100130216051347	2.2740033862125
PXDN	1.20099734701382	6.56441777911763	4.66125208621736	3.87875679943693e-05	0.0107758055883605	2.1560926190707
SELP	1.3118675733162	6.55652717582958	4.61420002567218	4.48178970381568e-05	0.0112315545314279	2.0250791638817
C3AR1	1.01461208436906	6.58149250650226	4.60765084071203	4.57274293450491e-05	0.0112315545314279	2.00686615637987
LDLRAD3	1.05473401247615	4.49492852559815	4.58965151347457	4.83218762010269e-05	0.0117168095695686	1.95684028804193
MCEMP1	1.19200496545385	5.48994725100228	4.58617055890843	4.88401089553223e-05	0.0117216261492773	1.94717065347079
COL4A1	1.37690513145147	7.83978800327735	4.56648945904735	5.1874821067844e-05	0.0122009579151569	1.89253041574335
EGFL6	1.36251515884555	4.56435163734785	4.53754424442293	5.66782630069163e-05	0.0124139755841759	1.81226892016536
RBMS1	1.04788775368574	6.31219551977211	4.53698419338761	5.6775394889449e-05	0.0124139755841759	1.81071714640872
ALOX5AP	1.06211399216026	7.20496173925933	4.53390857864612	5.73117391629021e-05	0.0124139755841759	1.80219612627168
BCL2A1	2.0814195106849	7.21743593263909	4.52967287511799	5.80585592797344e-05	0.0124139755841759	1.79046331126913
CAV1	1.34746647948842	7.42636546730228	4.50661521784149	6.22951047816396e-05	0.0128524637233699	1.72664014001262
TFPI2	1.91357075365913	4.50886574569232	4.47162199077207	6.93120461108306e-05	0.0134728869795598	1.62993173381549
CD93	1.20247752883515	7.07663838365461	4.4494450555766	7.41555432134906e-05	0.0139606156504505	1.56874063233007
VCAN	1.34905900668357	5.56845109812237	4.44808654044667	7.44628285043597e-05	0.0139606156504505	1.56499470447345
IL1RN	1.03043340253304	5.65375226161383	4.44665049018321	7.47890124131276e-05	0.0139606156504505	1.56103530243658
GAS1	1.49169167683395	4.56079315397487	4.43850890575384	7.6665013122941e-05	0.0141981189657604	1.53859397377559
LOXL1	1.21785479704729	5.27599274243556	4.42234648512457	8.05272432833318e-05	0.0144580210841524	1.49407575314599
SELL	1.68316870935912	7.01670790024084	4.40713516947407	8.43364968991651e-05	0.0146484334594811	1.45221621299863
IL6	1.88242875338528	6.37896386796134	4.40571195934879	8.47018261262511e-05	0.0146484334594811	1.44830167899946
CHN1	1.17543949969795	6.22521324520956	4.37330403006749	9.34543192536321e-05	0.0155341769037448	1.35925576569979
TMEM71	1.30107969894173	4.37288422357985	4.36799218529565	9.49712016537152e-05	0.0155341769037448	1.34467766216903
ELTD1	1.3714216840961	5.84148155561833	4.36704648599534	9.52437839162459e-05	0.0155341769037448	1.342082745266
TNFRSF11B	1.30970889816307	5.60035222573128	4.35937295385475	9.74841304169254e-05	0.0155341769037448	1.32103295936024
CLMP	1.07020581221068	5.00270360930222	4.34854389227307	0.000100733975647802	0.0155872572844493	1.29134447032187
COL15A1	1.74099392898957	7.69853602628872	4.34208363700475	0.000102723100185686	0.0155982813553458	1.27364311658208
LOC101928916 /// NNMT	1.42925922043669	7.16003601416936	4.33980739672578	0.000103433098419435	0.0155982813553458	1.26740788537054
TNC	1.00645598243331	4.4161450768947	4.33959725585901	0.000103498887156496	0.0155982813553458	1.26683229959753
IRG1	1.93529430218277	4.93594369139319	4.33770771260866	0.000104092292843062	0.0155982813553458	1.26165710327496
INHBA	1.38977069768326	5.03090452283961	4.32086837513061	0.000109530172417309	0.0159021583657723	1.21556465346614
FAM129A	1.20748437625981	6.33601002450811	4.30906405345962	0.000113507215823709	0.0163784645164027	1.1832844779425
PI15	1.60328854744018	4.93664961837366	4.29775785386712	0.000117449016686102	0.0165387834253944	1.1523903318967
TYROBP	1.19693965702125	7.45213150907842	4.2823621099122	0.000123033056420269	0.0166306752126709	1.11035952674386
OSM	1.07200998447484	5.02972590843095	4.27299652371046	0.000126556358153209	0.0170091745357913	1.08481290292174
FPR2	1.51437480360058	5.17465378654605	4.26317230463401	0.000130358409548542	0.0170334988476761	1.05803308100596
IL24	1.60403572500759	5.38127442287871	4.26037807383836	0.000131460085440503	0.0170825481191195	1.05041964784552
