logFC	AveExpr	t	P.Value	adj.P.Val	B
CKAP2 /// DKFZp667J0810 /// IGLC1 /// IGLJ2 /// IGLJ2 /// IGLJ3 /// IGLJ3 /// IGLJ3 /// IGLV1-36 /// IGLV1-36 /// IGLV1-44 /// IGLV1-50 /// IGLV1-50 /// IGLV@	1.36146145722063	7.26249977993031	3.79700522486239	0.000299060863328749	0.132962714600938	0.194086740569763
CTA-384D8.35	0.217974753651935	4.52992637979045	3.7924303514469	0.000303701334445644	0.132962714600938	0.181156746599972
NUCB2	0.386772149200162	7.01207299253274	3.79162692826925	0.000304523347725191	0.132962714600938	0.178887044762977
abParts /// IGKC /// IGKV4-1 /// IGKV4-1	1.36312146318001	8.43570018089109	3.78635357089255	0.000309971723670734	0.132962714600938	0.163997165107886
IGKV1OR2-108 /// IGKV1OR2-108	1.21957491948502	8.70834026549293	3.77012706010224	0.000327326992485286	0.132962714600938	0.118262434936426
IGSF6	0.743356456269891	4.04649401568865	3.76779069563005	0.000329901038666341	0.132962714600938	0.111687636041218
EVI2B	1.00688209051885	6.90058457588889	3.76688294545927	0.000330906339655808	0.132962714600938	0.10913382268174
GCSAM	0.262672205968207	3.16362904110474	3.76634818858938	0.000331499932232998	0.132962714600938	0.107629551238349
TNFAIP2	0.461330092689192	5.57448942727177	3.76601332014349	0.000331872161514184	0.132962714600938	0.106687635360315
DGKD	-0.231282376051505	7.03482917925996	-3.75481429968026	0.000344552998591745	0.132962714600938	0.0752178786884095
C1QB	0.889484707985583	6.09619704356521	3.7522369364357	0.000347536174829785	0.132962714600938	0.0679838454487562
CPTP	-0.209671098269594	7.01822521875166	-3.74850826028127	0.00035189560260054	0.132962714600938	0.0575239798713802
PRUNE2	0.423721004193079	4.87171073254056	3.7461807995125	0.000354643183311139	0.132962714600938	0.0509982471692654
ACP5	0.697147598068634	6.01748867379188	3.7449115708739	0.00035615012839537	0.132962714600938	0.0474406787579582
C1QA	0.826752563268053	6.42386038513198	3.72241336803188	0.000383897841677572	0.139304711409355	-0.0154918528873713
IFITM3	0.615693958382009	10.7703447539197	3.72156517344125	0.000384983258571773	0.139304711409355	-0.0178596706134355
GSAP	0.667517495473277	5.70515108338183	3.71273334989075	0.00039646040167791	0.141208104177087	-0.0424938804602251
TICAM2 /// TMED7-TICAM2	0.322782500015631	5.57151516464712	3.70836953028487	0.000402250977035068	0.141208104177087	-0.0546517319192885
PLA2G2D	0.378680881345756	4.83186328348852	3.6970646590109	0.000417629279090664	0.144450597709006	-0.0861047014799894
FAM26F	0.756886919182581	5.27276399943873	3.69063647050667	0.000426621893182897	0.145422419241475	-0.103961749150097
DUOXA2	1.20940498951312	7.98626075703632	3.68467057168306	0.000435132603740072	0.146204554856664	-0.120516523278185
TNFRSF9	0.228793288446237	3.86011307569233	3.67136831282245	0.000454695087252214	0.149237457973902	-0.157366156058714
KMO	0.438911254684719	3.92827625702138	3.66395182520004	0.000465962577106	0.149237457973902	-0.177873381413495
IFITM1	0.480254796459118	10.4604758352515	3.66357044868882	0.000466549110084239	0.149237457973902	-0.178927187464915
LOC154761	0.345614143025378	5.62950066478624	3.65774231994468	0.000475600304880622	0.149237457973902	-0.195022335214557
IGH /// IGHA1 /// IGHA2 /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC102725526	1.13913040001363	7.47769021379223	3.65756087902247	0.00047588475119229	0.149237457973902	-0.195523139018883
PSTPIP2	0.51639298953927	4.74981843215006	3.6395165891936	0.000504996010702072	0.15285230913299	-0.24524660919529
IGKV1-37 /// IGKV1-37 /// IGKV1D-37 /// IGKV1D-37	1.2343758006049	8.33873334312244	3.63366998428274	0.000514786416217694	0.15285230913299	-0.261323031173299
CYBB	0.372179058441585	3.97441439079244	3.63206509306612	0.000517505296245626	0.15285230913299	-0.265733025790597
CR2	0.545854603086861	4.02561118828548	3.62862587494117	0.000523377809252071	0.15285230913299	-0.275179143524277
KYNU	0.790120435728007	5.16252424995451	3.6265291189522	0.000526989084966542	0.15285230913299	-0.280935173280499
IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHG4 /// IGHM /// IGHV3-23 /// IGHV4-31	1.14850320278746	7.06357100164589	3.62348355750846	0.000532276729128494	0.15285230913299	-0.289291958691199
CHI3L1	1.29249583261129	5.75316341758573	3.62223050629023	0.000534466865736107	0.15285230913299	-0.292728888051943
IFITM1 /// IFITM2	0.619926777160025	10.3663802395641	3.61942458952396	0.000539402281379175	0.15285230913299	-0.300422242803068
IGKC /// IGKV2-28 /// IGKV2-28 /// IGKV2D-28 /// IGKV2D-28	1.43371502323624	7.93589265942193	3.61345365627112	0.000550049319706811	0.154013809517907	-0.316780418633014
BTN2A2	0.153971621237072	3.95766639600505	3.60829364599506	0.000559410980256022	0.154162382977386	-0.330902554378071
CD38	0.604066700758311	5.63409044202785	3.60362833701601	0.000568005283625069	0.154162382977386	-0.34365925194664
SERPING1	0.975325402839704	5.73272036163517	3.60242435499236	0.00057024350846227	0.154162382977386	-0.346949610635096
HLA-DOA	0.172892301131073	5.07970488173292	3.5920842383606	0.000589814019899572	0.154785086073154	-0.375177995486201
BACE2	0.57408982929292	7.98544708848172	3.58356116820164	0.000606423428555635	0.154785086073154	-0.398405252102143
C1R	0.934330622782998	7.31394058606887	3.57742897328447	0.000618647307817626	0.154785086073154	-0.41509407700475
CXCL13	2.13743114242241	6.50572873204387	3.57663223419886	0.000620252588396037	0.154785086073154	-0.417261008837452
IGHA1 /// IGHA2 /// IGHG1 /// IGHG3 /// IGHM /// IGHV3-23 /// IGHV4-31	0.889665181265566	7.83098547912505	3.57660851312541	0.000620300442500538	0.154785086073154	-0.417325519305325
ERO1L	0.680437839043156	8.39259685399419	3.57043753194899	0.000632869346675485	0.154785086073154	-0.434098049197932
CD40	0.356051866934425	5.91892909415956	3.56975190031467	0.000634280651683838	0.154785086073154	-0.435960378359781
EVX1	-0.133101024368327	3.9545676436709	-3.56316449173279	0.000647993257709651	0.154785086073154	-0.453841051916713
PSAT1	0.456298629100991	5.69413197536824	3.561138666088	0.000652266545898533	0.154785086073154	-0.459335445769091
IGKC	0.560277397291551	6.55553992878566	3.55852510287224	0.000657819123363253	0.154785086073154	-0.466420791089495
VTI1A	-0.134692169450242	4.76036800702315	-3.55772845179825	0.000659520526845757	0.154785086073154	-0.468579810632357
TNFRSF17	1.10370575042864	5.21242796482404	3.55707426754566	0.000660920785841864	0.154785086073154	-0.470352485502855
BAI3	-0.0872542200421567	2.48343410507941	-3.5560703597252	0.000663075102992009	0.154785086073154	-0.473072397780861
DUOX2	1.21820333775176	9.92954161210212	3.555324093421	0.000664680854310739	0.154785086073154	-0.475093941539086
SNX10	0.902541962527049	6.94653798341869	3.55119600589063	0.000673630171410225	0.155331192466358	-0.48627127482821
CPA3	0.856000511211154	6.49745417369167	3.54524501833168	0.000686732736358977	0.155874794820683	-0.502368980511516
MMP10	1.47432456359755	5.30594211959385	3.54411751740143	0.00068924229002343	0.155874794820683	-0.505416877240267
IFI30 /// PIK3R2	0.678382237994818	9.65083797486025	3.54033547000303	0.000697723910372095	0.156290155923349	-0.51563586074728
IGLL5	0.956446583034388	8.67068828349856	3.53692363701386	0.000705460117435304	0.156532282661116	-0.524848226542677
PJA1	0.316173642729712	7.24022017088268	3.52694030025731	0.000728566810701996	0.160148517642158	-0.5517700160267
PTPRC	0.682108409259879	5.36182911491506	3.52378144876952	0.000736026230114566	0.160290156780505	-0.560277693334761
C4BPA	1.13026288237891	6.52766572050662	3.51918096312978	0.00074701955190497	0.161191741842247	-0.572658870164707
CTSC	0.443267921008663	7.09018901920901	3.50889935978917	0.000772153524259523	0.164371710035914	-0.600289871819671
IGH /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31	0.781528235233383	7.40645896823462	3.5074606252937	0.000775733835628676	0.164371710035914	-0.6041519825345
LTF	0.933511759133792	5.74780764836958	3.49722261171274	0.000801669059503949	0.168350502495829	-0.631603613108612
MXRA5	0.995651197278822	8.45900405969166	3.48643519506218	0.000829883258247382	0.16981126172218	-0.660469247613974
ERLEC1	0.209730699911035	7.21087313463516	3.48517632729382	0.000833236371221092	0.16981126172218	-0.663833840292104
SURF2	-0.230890160899876	5.06318671503471	-3.48402247974622	0.000836321012694381	0.16981126172218	-0.66691701541152
PNRC1	0.302660784414577	9.38490561318128	3.48295705900298	0.000839178852757806	0.16981126172218	-0.669763287804108
LOC101928620 /// POU2AF1	0.600121238650306	4.85678148034533	3.48089940909275	0.000844724388669006	0.16981126172218	-0.675258617942205
IGHM	0.914752972286769	7.25212675603817	3.47363638318778	0.000864577364541783	0.171612888322272	-0.69463810362061
SAMD9L	0.494327204963503	6.71526052160237	3.47229947329233	0.000868279494487684	0.171612888322272	-0.698202279666409
LAMP3	1.14902444237957	6.35023008272662	3.46801120819954	0.000880255892245444	0.172530154880107	-0.709628370115864
DACT1	0.332469719327323	4.57929400510138	3.46093606379137	0.000900357807029184	0.173045274072675	-0.728458940378585
CXCL5	1.23895113552757	5.58192956686749	3.45985050967341	0.000903480238086761	0.173045274072675	-0.731345818641112
LOC100996740	0.344816242110762	7.69067395003066	3.45933862291054	0.000904956152675981	0.173045274072675	-0.732706893624989
TPRG1L	-0.222984237311813	8.46154674954618	-3.4549460515705	0.00091771524185547	0.174069858777747	-0.744380779012958
LY96	1.20495245097174	5.95714614487784	3.45058182606909	0.000930560309061184	0.175094227752952	-0.755969231201218
SIGLEC10	0.302286701673272	4.7774439084771	3.43994057562861	0.000962596441113813	0.178840900738143	-0.784182958711392
IFITM2	0.677330536316598	9.58160385737565	3.43893404463526	0.000965680033747623	0.178840900738143	-0.786848519062424
HAPLN3	0.284532838910869	6.31918992027005	3.43452051123418	0.000979311801506633	0.179948543526844	-0.798530366249444
TACC3	0.256688022194226	5.98058768242127	3.42387334981426	0.00101294906303446	0.181933601416877	-0.82666884653869
MSN	0.425756455832374	5.85479847609168	3.42214773319176	0.00101850246864226	0.181933601416877	-0.831223638960187
GAL3ST4	-0.249623188963376	5.49986104146471	-3.42144835344887	0.00102076140131134	0.181933601416877	-0.833069209988837
NBN	0.261087387240856	6.44827459211812	3.4207865235139	0.0010229034081055	0.181933601416877	-0.834815451374452
SLC2A4	-0.159038428435132	3.24199343995451	-3.41787869890862	0.00103236495185909	0.181933601416877	-0.842484986289214
CDCA8	0.302099580312337	6.74565743144659	3.41660769625681	0.00103652647065738	0.181933601416877	-0.845835900144186
IL22	0.240695741415674	3.44403092162535	3.41125192171885	0.00105423697693871	0.183474309460962	-0.859946543912788
SLC6A14	1.51827377131068	7.80707862801242	3.40784567929614	0.00106564897076426	0.183474309460962	-0.868912837344059
ACSF2	-0.540503170668798	6.90754478078734	-3.40521931124111	0.00107452764918437	0.183474309460962	-0.875822007862042
TGM2	0.403663341468594	5.69125384714077	3.40463647406085	0.00107650742795973	0.183474309460962	-0.877354772002796
RFTN1	0.404408631283699	4.84268372239728	3.40050685046445	0.00109063384285335	0.184544661754754	-0.888209762234677
IGHA1 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31	0.978603373748791	7.14761894630311	3.38690044235307	0.00113842567550569	0.191255513484956	-0.923910156072349
SETD3	-0.129617171805273	6.36022923237886	-3.37870925034881	0.00116814225414053	0.192439091274424	-0.945353957022663
LCN2	0.801929831294101	11.356115548265	3.37710115255234	0.00117406147089929	0.192439091274424	-0.949559548435975
KLHL6	0.454036754735835	3.83628297568865	3.37691228748143	0.00117475851357671	0.192439091274424	-0.950053387499965
PCDH7	0.277439121608602	3.6113234476876	3.37598175623766	0.00117819851800668	0.192439091274424	-0.952486232179899
AK021933	0.102082575219441	2.92475918566418	3.37313293985146	0.001188789213402	0.192797969464462	-0.959931455059571
CYP27B1	0.445169476219098	4.29574490015921	3.36805733307017	0.00120788090464146	0.192797969464462	-0.973185359713472
TSTA3	0.306898335263812	8.87949592202475	3.36778491077574	0.00120891373869869	0.192797969464462	-0.973896339027261
AIM2	0.796252874468316	5.52564783397301	3.36608889298838	0.00121536259378492	0.192797969464462	-0.978321771454885
CDCA2	0.257495840126782	5.64602855281853	3.36451353396555	0.00122138169431143	0.192797969464462	-0.982430967282458
FCER1G	1.00825519466358	6.32544480946929	3.34797136103511	0.00128630493899965	0.200307872380017	-1.02549825275489
CXCL1	1.33449511612385	8.30401903756937	3.34683331880252	0.00129088888896831	0.200307872380017	-1.02845563671515
MMP1	1.94403326013603	9.56854864594529	3.3446584123344	0.00129969207908005	0.200307872380017	-1.03410550712487
PDZK1IP1	0.884968696040461	9.29329420239228	3.34383905802343	0.00130302314941083	0.200307872380017	-1.03623331629226
KCNK5	-0.516814116044172	6.93674311903355	-3.33857953986116	0.00132459781226329	0.201835831526157	-1.04988318427707
CENPW	0.404177986192201	7.66880570643109	3.33724494915721	0.00133012559041472	0.201835831526157	-1.05334439558582
TMEM27	-0.137141119106513	2.51585231815945	-3.33371761022272	0.00134484031173837	0.201959890673734	-1.06248771360711
LINC00623 /// LINC00869	0.219870894825076	6.96356489229199	3.33293717788755	0.00134811661716736	0.201959890673734	-1.06450977228339
NCF1	0.633506736351043	5.66861674590717	3.32678986650819	0.00137418733727941	0.203562324956068	-1.08042542813423
PRDX4	0.356792911564382	9.53661155908751	3.3261335504293	0.00137699863253953	0.203562324956068	-1.08212343110803
ENTPD2	-0.208816502365202	4.86126781589076	-3.32432401954509	0.00138477772078958	0.203562324956068	-1.08680377182292
RAB31	0.97556129165892	7.31255426182982	3.31453356822786	0.00142758851492092	0.208552061310187	-1.11209542040123
CHKA	-0.272353420877652	6.43931442577606	-3.31240581700989	0.00143705579805459	0.208639212162	-1.11758503721483
LINC00623 /// LINC00869 /// LINC01138 /// LOC103091866	0.63406004380212	5.2931460231414	3.30857389995654	0.00145425475696993	0.209840931803269	-1.12746510502418
AGT	0.453406162920198	5.4415294805172	3.30122706788129	0.00148777254939625	0.211917278557527	-1.14638516489488
CCL24	0.471525272866885	5.86867467221301	3.29975534699913	0.0014945735872537	0.211917278557527	-1.15017164371407
VPREB3	0.432260042142936	4.85911008250391	3.29951766887707	0.00149567467009139	0.211917278557527	-1.15078303500063
KIF2C	0.301180704969961	5.79834666441324	3.29527685940054	0.00151544956281222	0.212074527697357	-1.16168660958816
CDCA5	0.2815786477282	5.98949128188759	3.28654179934024	0.00155695805412542	0.212074527697357	-1.18411388325639
LAPTM5	0.8487913112343	8.0240706404283	3.28421101931752	0.00156821300667503	0.212074527697357	-1.19009098386078
LPIN1	0.26112027392813	5.89244523546523	3.28415488486042	0.00156848501104362	0.212074527697357	-1.19023489888999
HCP5	0.299620657938602	7.47031778078303	3.28174435945704	0.00158020732801841	0.212074527697357	-1.19641323925434
AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2	0.936806009112004	8.26152333466839	3.27763198490971	0.0016003958647832	0.212074527697357	-1.20694605125444
RTEL1-TNFRSF6B /// TNFRSF6B	0.696485393590922	7.01633679645357	3.27592951151101	0.00160882437561679	0.212074527697357	-1.21130374420763
SHCBP1	0.429731344700362	5.15615856569751	3.27530697968267	0.00161191676788621	0.212074527697357	-1.21289678766998
GMEB2	-0.0999876842253427	6.62934447024406	-3.27384843497145	0.00161918388333706	0.212074527697357	-1.21662831895113
SEMA4G	-0.232046390306156	5.96168725398446	-3.27185463649297	0.0016291676577924	0.212074527697357	-1.22172731537848
FOXD3	-0.102934344647675	3.21861031677172	-3.27131464668876	0.00163188154203839	0.212074527697357	-1.22310791780886
BCL2A1	1.50010262028733	6.47765929797684	3.27104026757337	0.00163326214438534	0.212074527697357	-1.22380936570797
DNAJC5B	0.121622381836867	4.5270753778233	3.2700023871206	0.00163849440870504	0.212074527697357	-1.22646231720474
CDH11	0.44545539448244	4.40299402767578	3.26981509581038	0.0016394402747453	0.212074527697357	-1.22694099285829
IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31	0.873689112763082	7.21809341313876	3.26836024543514	0.00164680509681196	0.212074527697357	-1.23065860357872
IGLV1-44	0.74903671469229	6.52176216275169	3.26622460061125	0.00165767256200736	0.212074527697357	-1.23611371552
LAIR1	0.222402369068389	5.4965080851589	3.26297377121128	0.00167434409025042	0.212074527697357	-1.24441245379628
CCR7	0.830457689545386	5.75646055305094	3.26189149877968	0.00167992924179826	0.212074527697357	-1.24717397066622
MIEF1	-0.147607768471911	6.97543877780243	-3.26172751650265	0.00168077700922794	0.212074527697357	-1.24759232907111
IL4I1	0.455502397685256	5.18792546375645	3.26078086655798	0.00168567892455981	0.212074527697357	-1.25000716672643
LOC101929272	0.655552552512739	4.50673475628818	3.26069258141455	0.00168613676358018	0.212074527697357	-1.25023235029472
CXCR4	0.847420146585044	6.35546041092184	3.25532107469348	0.00171421354605675	0.214459056400292	-1.263924890651
ONECUT1	-0.140239665802731	3.48478572998684	-3.24426732358437	0.00177337729816661	0.219877306789424	-1.29205099953978
RNF144B	0.281612927779045	4.58771020042065	3.24196018642072	0.00178596518028874	0.219877306789424	-1.29791278874138
ARMCX2	0.459709341758836	5.62093578665023	3.23816579730122	0.00180685001255783	0.219877306789424	-1.30754673239595
CSTA	1.01617480999041	6.20312310328823	3.23758423730865	0.00181007116714333	0.219877306789424	-1.30902259269154
APOC1	0.356232608292973	6.32924348016426	3.2370822026502	0.00181285617547823	0.219877306789424	-1.31029648293345
CRIP1	-0.699142056266718	8.98370113976817	-3.23694574871972	0.00181361384001481	0.219877306789424	-1.31064270398302
EVI5	-0.106488334926241	4.88323856223341	-3.22910411822007	0.00185765696419212	0.220155526070218	-1.330521371919
EXT1	-0.308796170364102	6.23685138785836	-3.22667909479028	0.00187147900225262	0.220155526070218	-1.33666179696999
CD274	0.65324848714876	5.78389237028882	3.22414790506888	0.00188600894554433	0.220155526070218	-1.3430674893344
CD53	0.394412254509161	5.11901532636265	3.22392332079797	0.00188730323420361	0.220155526070218	-1.34363567009365
HADHAP1 /// HADHAP1	-0.175477571478662	4.6492165134051	-3.22321339188809	0.00189140006152716	0.220155526070218	-1.34543154679753
TUBB2B	0.164294066590779	3.15866860111394	3.22269116102026	0.00189441904795993	0.220155526070218	-1.34675242916848
IGLJ3	0.593942845682863	6.48066746866354	3.22197741312602	0.00189855248774472	0.220155526070218	-1.34855746650769
CENPA /// SLC35F6	0.422990848937409	6.12751522809851	3.22188001052116	0.00189911721834633	0.220155526070218	-1.3488037710196
C3	0.783045141801744	7.49462183114175	3.22005328416268	0.00190973760057854	0.220155526070218	-1.35342206341838
IGHA1 /// IGHG1 /// IGHM /// IGHV3-23 /// IGHV4-31	0.810637320497391	5.04071171348967	3.21977971483913	0.00191133288527347	0.220155526070218	-1.35411353259005
NCF1 /// NCF1B /// NCF1C	0.697497974046083	5.26852103407109	3.21678204332397	0.00192889542578713	0.220155526070218	-1.361687609062
BLOC1S5-TXNDC5 /// TXNDC5	0.356926647074211	10.1571304850761	3.21672974603615	0.00192920315904221	0.220155526070218	-1.36181970082476
TOMM40L	-0.28885350439762	6.76563910166684	-3.21530690243846	0.00193759327791391	0.220155526070218	-1.36541290240315
PPP1R18	0.63237806080747	6.32929266052904	3.20614436913945	0.00199244645735571	0.222787083126215	-1.38852404090465
KIF18A	0.338354791046341	4.44067716780897	3.20564022668768	0.00199550641608073	0.222787083126215	-1.38979427671818
LOC54944	-0.156699936137803	3.22885779737723	-3.20527214385437	0.00199774332218125	0.222787083126215	-1.39072160551891
APOL4	0.170643271749235	4.40099444470426	3.20512427237352	0.00199864262498432	0.222787083126215	-1.39109412348755
CLEC4E	0.403520301960585	4.57009033529488	3.20218872890078	0.00201657423449857	0.22351259636589	-1.39848676347975
RBFA	-0.131168176700238	4.86266163088315	-3.20095464701578	0.00202415744157885	0.22351259636589	-1.4015931080068
SLC20A1	-0.433346622480984	7.36156493637213	-3.19535645944294	0.00205889375905545	0.226285893518618	-1.41567354062805
IL13RA2	1.08382291183943	4.71046084410973	3.18733984533833	0.00210960889139508	0.229539920558697	-1.43580549982376
TYROBP	0.89628571414811	7.01012759525195	3.18448448658506	0.00212795324626215	0.229539920558697	-1.44296720298658
STOM	0.450620668636093	6.99497421843689	3.18426593981249	0.00212936343942532	0.229539920558697	-1.44351516093266
DNAJC10	0.320384393534083	6.11122399241706	3.18330768508404	0.0021355569947564	0.229539920558697	-1.44591745001179
SRGN	0.791699206299612	7.18059299957808	3.18303883009122	0.00213729772969195	0.229539920558697	-1.44659135915234
SMG7	-0.124445164619912	5.46939147835266	-3.18018646321868	0.00215584766561877	0.230479714069788	-1.45373851458834
STK11	-0.120642851911724	6.27438603190838	-3.17745685167852	0.00217374021625013	0.231341040209064	-1.46057370282681
WDR60	-0.0930866088239695	4.2185105093199	-3.17284395790375	0.00220429371165182	0.232260750876359	-1.47211504978531
DNASE1L3	0.298027331871618	5.27684812149283	3.17236472726852	0.00220749082154983	0.232260750876359	-1.47331337033062
C1QC	0.747865468967453	6.88584678913112	3.17008633582129	0.00222275014699811	0.232260750876359	-1.47900869818496
CP	0.238154594623916	3.72198338144779	3.16590688380682	0.00225099837916142	0.232260750876359	-1.48944835125172
MYH3	-0.180560881586977	3.06755766907264	-3.16463086174463	0.00225968945960458	0.232260750876359	-1.4926336567152
TMEM258	0.176604714320412	10.3654767903794	3.16450483373051	0.00226054954577842	0.232260750876359	-1.49294820662053
HILPDA	0.342313989953243	6.44748328947164	3.16440420602341	0.00226123650567247	0.232260750876359	-1.49319935400128
